CLI,Nbr_Transactions_2025,Montant_Total_2025,Montant_Moyen_2025,Montant_Max_2024,NCP,CPT_AGENCE_CODE,CLIENT_MARCHE,utilise_mobile_banking_2025,CSP_2025,Segment_NMR_2025,CLIENT_SPEC_LIB_2025,CLT_SECTEUR_ACTIVITE_LIB_2025,Nbr_Cheques_2024,Montant_Cheques_2025,Plafond_Chequier_2025,Ratio_Cheques_Paiements_2025,NBRE_TRANSACTIONS_2024,MONTANT_TOTAL_2024,MONTANT_MOYEN_2024,MONTANT_MAX_2024,NCP_client,AGENCE_COMPTE,MARCHE,utilise_mobile_banking_2024,CSP_2024,Segment_NMR_2024,CLIENT_SPEC_LIB_2024,CLT_SECTEUR_ACTIVITE_LIB_2024,NBRE_CHQ_COMPENSES_2024,MONTANT_CHQ_COMPENSES_2024,MONTANT_MAX_CHQ_2024,NBRE_PREAVIS,NBRE_CNP,NBRE_CNP_INCIDENT,AUTORISATION,NBRE_CHEQUIERS_OCTROYES_2024,NBRE_CHEQUES_OCTROYES_2024,NBRE_CHEQUES_EN_CIRCULATION,Ecart_Nbr_Cheques_2024_2025,Ecart_Montant_Max_2024_2025,A_Demande_Derogation,Derogation_Acceptee,hist_transaction_count,hist_total_amount,hist_avg_amount,hist_preferred_method,curr_transaction_count,curr_total_amount,curr_avg_amount,curr_preferred_method,transaction_frequency_change,avg_amount_change,method_changed,Revenu_Estime,Nombre_Methodes_Paiement,Montant_Moyen_Cheque,Montant_Moyen_Alternative,Target_Nbr_Cheques_Futur,Target_Montant_Max_Futur,CSP,Segment_NMR,CLT_SECTEUR_ACTIVITE_LIB,Utilise_Mobile_Banking
63f2accb,19,1085096.91,57110.36368421052,118391.42,ad89e91def,146.0,PME,False,SALARIE CADRE MOYEN,NON SEGMENTE,Unknown,SANTÉ HUMAINE ET ACTION SOCIAL,1.0,95418.97,95418.97,0.05263157894736842,22,1165311.31,52968.695909090915,88621.3,ad89e91def,146.0,PME,True,SALARIE CADRE MOYEN,NON SEGMENTE,Unknown,SANTÉ HUMAINE ET ACTION SOCIAL,9.0,412604.69,76336.94,1,1,0,39304.3927407594,1,25,16.0,-8.0,42054.479999999996,1,1.0,22,1165311.31,52968.69590909092,Chèque,19,1085096.91,57110.36368421052,Carte bancaire,-3,4141.667775119604,True,62749.503855909636,4,71034.852,45688.29094736842,0,164455.82970517213,0,0,0,0
63f5792d,26,1358826.66,52262.56384615384,119759.03,0efcce0beb,110.0,PME,True,SALARIE CADRE MOYEN,NOUVEAU CLIENT,Unknown,CONSTRUCTION,1.0,28173.25,28173.25,0.038461538461538464,9,369429.3,41047.7,84472.14,0efcce0beb,110.0,PRO,False,SALARIE CADRE MOYEN,NOUVEAU CLIENT,Unknown,CONSTRUCTION,2.0,86328.25,84472.14,0,1,0,39378.017166427795,1,25,23.0,-1.0,35286.89,1,1.0,9,369429.3,41047.7,Agence,26,1358826.66,52262.56384615384,Carte bancaire,17,11214.863846153845,True,68363.0534009169,4,71855.41799999999,41810.051076923075,2,166187.1106458776,0,0,0,0
63f6b8d5,2,125292.97,62646.485,97457.52,8a37b3ee90,112.0,TRE,True,SALARIE HAUT CADRE,S2 Premium,Unknown,ACTIV FINANCIÈRES ET ASSURANCE,0.0,0.0,0.0,0.0,12,595614.48,49634.54,99690.2,8a37b3ee90,112.0,PRO,True,SALARIE HAUT CADRE,S2 Premium,Unknown,ACTIV FINANCIÈRES ET ASSURANCE,6.0,335279.69999999995,93809.62,0,0,1,36080.74010450141,1,25,19.0,-6.0,3647.9000000000087,1,1.0,12,595614.48,49634.54,Chèque,2,125292.97,62646.485,Carte bancaire,-10,13011.945,True,57556.43982350567,2,58474.512,50117.188,0,123418.81708465093,0,0,0,0
63fad5ff,75,2773611.66,36981.4888,108102.81,451d7531c2,218.0,PRO,False,TRE SALARIE,NOUVEAU CLIENT,DIGITAL TSF,COMM ET RÉPAR AUTOS MOTOCYCL,0.0,0.0,0.0,0.0,60,3329517.57,55491.9595,97620.68,c083ac3b44,218.0,Particuliers,True,TRE SALARIE,NOUVEAU CLIENT,DIGITAL TSF,COMM ET RÉPAR AUTOS MOTOCYCL,30.0,1994086.41,97620.68,0,0,0,4772.906769577346,2,50,20.0,-30.0,10482.130000000005,0,0.0,60,3329517.57,55491.9595,Chèque,75,2773611.66,36981.4888,Virement,15,-18510.4707,True,86752.80063111725,7,64861.685999999994,29585.19104,0,143417.54154605794,0,0,0,0
6417a3d0,36,2190281.97,60841.16583333334,106824.88,6472d39025,17.0,TRE,True,TRE SALARIE,NON SEGMENTE,Unknown,INDUSTRIE MANUFACTURIÈRE,6.0,196377.0,41754.71,0.16666666666666666,51,2292239.97,44945.88176470589,91942.65,8e1c00cc5b,17.0,TRE,False,TRE SALARIE,NON SEGMENTE,Unknown,INDUSTRIE MANUFACTURIÈRE,15.0,910202.13,91942.65,0,0,1,37438.904516792856,1,25,10.0,-9.0,14882.23000000001,0,0.0,51,2292239.97,44945.88176470589,Carte bancaire,36,2190281.97,60841.16583333334,Carte bancaire,-15,15895.28406862745,False,99908.61859840264,2,64094.928,48672.932666666675,1,148352.16601676415,0,0,0,0
6419ea55,15,815094.47,54339.63133333333,112990.84,79ca3cf6a1,78.0,PME,False,RETRAITE,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,29,1417526.1,48880.21034482759,95126.69,79ca3cf6a1,78.0,Particuliers,True,RETRAITE,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,9.0,470682.47000000003,90261.32,0,0,0,16819.5413573991,1,25,16.0,-9.0,22729.51999999999,1,1.0,29,1417526.1,48880.21034482759,Chèque,15,815094.47,54339.63133333333,Carte bancaire,-14,5459.420988505743,True,58023.424663284335,4,67794.504,43471.70506666667,0,148949.3159770114,0,0,0,0
642090a2,30,2144436.63,71481.22099999999,119486.28,a1fbfae30e,128.0,Particuliers,True,SALARIE CADRE MOYEN,S3 Essentiel,Unknown,INFORMATION ET COMMUNICATION,3.0,176102.27000000002,97202.41,0.1,15,833118.15,55541.21,94506.05,a1fbfae30e,128.0,TPE,False,SALARIE CADRE MOYEN,S3 Essentiel,Unknown,INFORMATION ET COMMUNICATION,5.0,214472.0,94506.05,1,1,0,1989.8715627592821,1,25,20.0,-2.0,24980.229999999996,0,0.0,15,833118.15,55541.21,Chèque,30,2144436.63,71481.22099999999,Carte bancaire,15,15940.010999999991,True,51473.78814756007,3,71691.768,57184.9768,2,148767.54761109749,0,0,0,0
64339fcb,6,273880.53,45646.755000000005,71033.6,4cb39ba4ff,10.0,Particuliers,True,PME,A Developper Engagements,Unknown,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,14,874863.1799999999,62490.22714285714,99555.43,4cb39ba4ff,10.0,PME,False,PME,A Developper Engagements,Unknown,INFORMATION ET COMMUNICATION,6.0,309457.48,82850.85,0,0,0,20074.080865489945,1,25,19.0,-6.0,-11817.25,1,1.0,14,874863.1799999999,62490.22714285714,Chèque,6,273880.53,45646.755000000005,QR Code / TuniPay,-8,-16843.472142857136,True,26375.56151108373,2,42620.16,36517.404,0,78861.50137476361,0,0,0,0
6443c99f,10,635041.21,63504.121,119000.15,08cbcaa019,15.0,TRE,True,SALARIE AGENT D EXECUTION,S5 Univers,BANQUE DIGITALE,ENSEIGNEMENT,0.0,0.0,0.0,0.0,7,257037.91,36719.70142857143,98906.26,08cbcaa019,15.0,PME,False,SALARIE AGENT D EXECUTION,S5 Univers,BANQUE DIGITALE,ENSEIGNEMENT,3.0,29247.44,27590.77,0,0,0,20297.674068942128,1,25,22.0,-3.0,91409.37999999999,0,0.0,7,257037.91,36719.70142857143,Carte bancaire,10,635041.21,63504.121,Carte bancaire,3,26784.419571428567,False,73647.63760523326,4,71400.09,50803.296800000004,0,182368.64863252037,0,0,0,0
64482757,28,2015593.51,71985.4825,116622.84,720426a7ce,117.0,PRO,False,SALARIE CADRE MOYEN,S4 Avenir,Unknown,INDUSTRIE MANUFACTURIÈRE,1.0,97815.43,97815.43,0.03571428571428571,12,594783.01,49565.25083333333,81888.91,720426a7ce,117.0,PRO,False,SALARIE CADRE MOYEN,S4 Avenir,Unknown,INDUSTRIE MANUFACTURIÈRE,8.0,345772.08,75405.78,2,0,0,28265.682817502024,1,25,17.0,-7.0,41217.06,1,1.0,12,594783.01,49565.25083333333,Chèque,28,2015593.51,71985.4825,Carte bancaire,16,22420.231666666667,True,79870.36347132707,9,69973.704,57588.386,0,169660.18102080302,0,0,0,0
6469ced5,15,751782.75,50118.85,99592.7,230152bf19,129.0,TPE,True,SALARIE CADRE MOYEN,S5 Univers,Unknown,INDUSTRIE MANUFACTURIÈRE,0.0,0.0,0.0,0.0,5,325931.14,65186.228,82541.96,230152bf19,129.0,TPE,True,SALARIE CADRE MOYEN,S5 Univers,Unknown,INDUSTRIE MANUFACTURIÈRE,5.0,325931.14,82541.96,0,1,0,36145.93188102294,1,25,20.0,-5.0,17050.73999999999,0,0.0,5,325931.14,65186.228,Chèque,15,751782.75,50118.85,Carte bancaire,10,-15067.378000000004,True,52818.07690464125,2,59755.619999999995,40095.08,0,123142.82558907058,0,0,0,0
64732507,13,480642.86,36972.52769230769,67138.73,31e94a8f49,101.0,GEI,True,PROFESSIONNEL LIBERALE,S2 Premium,Unknown,COMM ET RÉPAR AUTOS MOTOCYCL,2.0,67935.17,42262.45,0.15384615384615385,15,1093860.1300000001,72924.00866666668,95539.31,31e94a8f49,101.0,Particuliers,False,PROFESSIONNEL LIBERALE,S2 Premium,Unknown,COMM ET RÉPAR AUTOS MOTOCYCL,8.0,527981.72,95539.31,2,2,0,47525.91403917494,1,25,17.0,-6.0,-28400.58,0,0.0,15,1093860.13,72924.00866666668,Chèque,13,480642.86,36972.52769230769,Virement,-2,-35951.48097435899,True,65917.52907034627,4,40283.238,29578.022153846152,0,71498.52389730573,0,0,0,0
6473599999999999735054204928,18,869387.65,48299.31388888889,113573.67,95f76f825d,126.0,TRE,True,SALARIE CADRE MOYEN,S5 Univers,Unknown,INDUSTRIE MANUFACTURIÈRE,0.0,0.0,0.0,0.0,24,1181978.1,49249.0875,97365.66,95f76f825d,126.0,PME,True,SALARIE CADRE MOYEN,S5 Univers,Unknown,INDUSTRIE MANUFACTURIÈRE,14.0,570983.86,86235.71,2,0,0,9231.739802087724,1,25,11.0,-14.0,27337.959999999992,0,0.0,24,1181978.1,49249.0875,Chèque,18,869387.65,48299.31388888889,Carte bancaire,-6,-949.773611111108,True,76824.06054820446,4,68144.20199999999,38639.45111111111,0,152959.23943017703,0,0,0,0
648f3521,1,16032.7,16032.7,16032.7,b555b19b23,189.0,PRO,False,SALARIE HAUT CADRE,CLIENT INACTIF,Unknown,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,10,452971.05,45297.104999999996,90048.03,b555b19b23,189.0,PRO,False,SALARIE HAUT CADRE,CLIENT INACTIF,Unknown,ADMINISTRATION PUBLIQUE,4.0,236659.32,90048.03,0,0,0,27273.49307935381,1,25,21.0,-4.0,-74015.33,0,0.0,10,452971.05,45297.105,Chèque,1,16032.7,16032.7,Carte bancaire,-9,-29264.404999999995,True,44457.30660810408,5,9619.62,12826.160000000002,0,1000.0,0,0,0,0
649cf056,7,394907.64,56415.37714285714,119295.51,17c205743a,21.0,GEI,False,SALARIE CADRE MOYEN,S5 Univers,Unknown,INDUSTRIE MANUFACTURIÈRE,0.0,0.0,0.0,0.0,22,914543.94,41570.179090909085,99928.09,17c205743a,21.0,GEI,True,SALARIE CADRE MOYEN,S5 Univers,Unknown,INDUSTRIE MANUFACTURIÈRE,10.0,425253.23,98903.16,1,0,0,42444.51960890448,1,25,15.0,-10.0,20392.34999999999,0,0.0,22,914543.94,41570.179090909085,Chèque,7,394907.64,56415.37714285714,Espèces,-15,14845.198051948057,True,67280.9643068932,1,71577.306,45132.30171428571,0,153539.62180675907,0,0,0,0
64b082e6,23,1519472.45,66064.01956521739,114528.76,93aa00ac5c,101.0,PRO,False,RENTIER,S2 Premium,Unknown,INFORMATION ET COMMUNICATION,1.0,61713.34,61713.34,0.043478260869565216,17,909745.25,53514.42647058824,96624.29,93aa00ac5c,101.0,GEI,False,RENTIER,S2 Premium,Unknown,INFORMATION ET COMMUNICATION,5.0,246821.62,88283.55,0,0,0,23115.34507941121,1,25,20.0,-4.0,26245.209999999992,0,0.0,17,909745.25,53514.42647058824,Carte bancaire,23,1519472.45,66064.01956521739,Carte bancaire,6,12549.593094629148,False,64187.77804819514,2,68717.256,52851.21565217391,0,148591.43347102494,0,0,0,0
64b08911,13,566927.62,43609.81692307692,107171.42,ce208b5b2b,188.0,TPE,True,PROFESSIONNEL LIBERALE,S2 Premium,BANQUE DIGITALE,COMM ET RÉPAR AUTOS MOTOCYCL,2.0,45460.82,45105.68,0.15384615384615385,1,13100.78,13100.78,13100.78,ce208b5b2b,188.0,PME,True,PROFESSIONNEL LIBERALE,S2 Premium,BANQUE DIGITALE,COMM ET RÉPAR AUTOS MOTOCYCL,1.0,13100.78,13100.78,1,0,0,5777.9347666876365,1,25,24.0,1.0,94070.64,1,1.0,1,13100.78,13100.78,Chèque,13,566927.62,43609.81692307692,Carte bancaire,12,30509.03692307692,True,42081.6162773869,5,64302.852,34887.85353846154,4,160085.7720878802,0,0,0,0
64d0ec05,10,771807.67,77180.767,118125.26,2ca8434888,120.0,TRE,False,JEUNE,S5 Univers,BANQUE DIGITALE,AUTRES ACTIVITÉS DE SERVICES,2.0,163268.81,105900.61,0.2,18,882214.0700000001,49011.89277777778,93340.33,2ca8434888,120.0,Particuliers,False,JEUNE,S5 Univers,BANQUE DIGITALE,AUTRES ACTIVITÉS DE SERVICES,6.0,266127.58,73953.06,2,2,0,18936.232736090296,1,25,19.0,-4.0,44172.2,0,0.0,18,882214.0700000001,49011.89277777778,Carte bancaire,10,771807.67,77180.767,Carte bancaire,-8,28168.874222222228,False,77337.18303406869,6,70875.15599999999,61744.61360000001,0,165244.65636164063,0,0,0,0
64d842e0,26,1345233.26,51739.74076923077,111958.99,8c43b2a6fa,11.0,PRO,True,SALARIE CADRE MOYEN,S4 Avenir,Unknown,ENSEIGNEMENT,1.0,111958.99,111958.99,0.038461538461538464,10,525541.95,52554.19499999999,97622.72,8c43b2a6fa,11.0,TPE,False,SALARIE CADRE MOYEN,S4 Avenir,Unknown,ENSEIGNEMENT,4.0,207837.63,91231.81,1,0,0,13606.503023327848,1,25,21.0,-3.0,20727.180000000008,0,0.0,10,525541.95,52554.19499999999,Carte bancaire,26,1345233.26,51739.74076923077,Carte bancaire,16,-814.4542307692245,False,61694.88699107657,5,67175.394,41391.79261538462,0,142480.22914669392,0,0,0,0
64e8c7dd,13,901681.04,69360.08,118112.49,617a5355a8,66.0,TPE,True,SALARIE CADRE MOYEN,S4 Avenir,BANQUE DIGITALE,INFORMATION ET COMMUNICATION,1.0,37798.2,37798.2,0.07692307692307693,7,342894.05,48984.864285714284,97749.4,617a5355a8,66.0,Particuliers,True,SALARIE CADRE MOYEN,S4 Avenir,BANQUE DIGITALE,INFORMATION ET COMMUNICATION,3.0,198078.44999999998,97749.4,0,0,0,12584.5490624039,1,25,22.0,-2.0,20363.09000000001,0,0.0,7,342894.05,48984.86428571429,Chèque,13,901681.04,69360.08,Agence,6,20375.21571428572,True,43794.39502314476,1,70867.494,55488.064000000006,0,142355.42302144266,0,0,0,0
64f2b998,15,974177.08,64945.138666666666,118380.8,1530979490,178.0,TRE,True,COMMERCANT,NON SEGMENTE,Unknown,COMM ET RÉPAR AUTOS MOTOCYCL,1.0,83083.82,83083.82,0.06666666666666667,30,1068736.58,35624.55266666667,77948.89,1530979490,178.0,Particuliers,False,COMMERCANT,NON SEGMENTE,Unknown,COMM ET RÉPAR AUTOS MOTOCYCL,11.0,450529.02999999997,77948.89,0,0,0,27445.13044152459,1,25,14.0,-10.0,40431.91,0,0.0,30,1068736.58,35624.55266666667,Carte bancaire,15,974177.08,64945.138666666666,Carte bancaire,-15,29320.586,False,77584.22793004669,2,71028.48,51956.11093333334,0,164262.19475355805,0,0,0,0
64ffa9dd,13,849212.31,65324.023846153854,117958.06,9fd3e5b226,13.0,GEI,False,SALARIE CADRE MOYEN,S3 Essentiel,Unknown,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,21,1192350.3900000001,56778.590000000004,98337.24,9fd3e5b226,13.0,TRE,False,SALARIE CADRE MOYEN,S3 Essentiel,Unknown,AUTRES ACTIVITÉS DE SERVICES,7.0,411429.6,93681.84,0,0,0,5858.9066877450805,1,25,18.0,-7.0,24276.22,1,1.0,21,1192350.39,56778.59,Chèque,13,849212.31,65324.023846153854,Carte bancaire,-8,8545.43384615385,True,84878.14956745123,1,70774.836,52259.21907692309,0,167089.62198943782,0,0,0,0
650ca5fa,25,1669559.27,66782.3708,116843.42,43f41c3481,69.0,TRE,False,SALARIE HAUT CADRE,NOUVEAU CLIENT,Unknown,CONSTRUCTION,0.0,0.0,0.0,0.0,11,638301.19,58027.380909090905,97216.79,43f41c3481,69.0,PME,False,SALARIE HAUT CADRE,NOUVEAU CLIENT,Unknown,CONSTRUCTION,4.0,246389.25,97216.79,1,1,1,5840.530655869752,1,25,21.0,-4.0,19626.630000000005,1,1.0,11,638301.19,58027.380909090905,Carte bancaire,25,1669559.27,66782.3708,Carte bancaire,14,8754.989890909099,False,89542.72511567938,3,70106.052,53425.896640000006,0,165856.1371490847,0,0,0,0
6526351,16,827177.09,51698.568125,106871.77,2a9237ca9d,106.0,GEI,False,SALARIE CADRE MOYEN,S3 Essentiel,Unknown,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,22,1021737.06,46442.593636363636,94918.58,2a9237ca9d,106.0,GEI,False,SALARIE CADRE MOYEN,S3 Essentiel,Unknown,INFORMATION ET COMMUNICATION,9.0,421905.11,94918.58,1,0,0,30457.12749446925,1,25,16.0,-9.0,11953.190000000002,1,0.0,22,1021737.06,46442.59363636364,Chèque,16,827177.09,51698.568125,Carte bancaire,-6,5255.974488636362,True,82140.75025871635,4,64123.062,41358.8545,0,147070.34139648685,0,0,0,0
653045eb,12,573188.71,47765.72583333333,113854.61,ea77caf303,9.0,TPE,True,RENTIER,S3 Essentiel,Unknown,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,3,163889.29,54629.763333333336,91523.72,ea77caf303,9.0,PME,True,RENTIER,S3 Essentiel,Unknown,AUTRES ACTIVITÉS DE SERVICES,2.0,111884.13,91523.72,0,0,0,17762.594392638624,1,25,23.0,-2.0,22330.89,1,1.0,3,163889.29,54629.763333333336,Chèque,12,573188.71,47765.72583333333,Carte bancaire,9,-6864.037500000006,True,43969.49737385601,3,68312.766,38212.58066666667,1,143955.6798834298,0,0,0,0
653c4a4f,28,1839446.37,65694.51321428572,115050.74,a07cbb2f4a,25.0,Particuliers,False,SALARIE CADRE MOYEN,S4 Avenir,Unknown,ENSEIGNEMENT,1.0,27599.63,27599.63,0.03571428571428571,5,213286.12,42657.224,94218.51,a07cbb2f4a,25.0,PME,False,SALARIE CADRE MOYEN,S4 Avenir,Unknown,ENSEIGNEMENT,1.0,82667.03,82667.03,0,0,0,3484.957942893635,1,25,24.0,0.0,32383.710000000006,1,0.0,5,213286.12,42657.224,Espèces,28,1839446.37,65694.51321428572,Carte bancaire,23,23037.28921428572,True,45523.061434268835,5,69030.444,52555.61057142858,3,149456.98266063098,0,0,0,0
65424731,27,1950149.25,72227.75,119012.53,7785ed4a9c,176.0,GEI,False,RENTIER,CLIENT INACTIF,Unknown,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,4,125295.34,31323.835,51945.42,7785ed4a9c,176.0,TRE,False,RENTIER,CLIENT INACTIF,Unknown,INFORMATION ET COMMUNICATION,2.0,86581.76999999999,51945.42,0,0,0,185.45171154176754,1,25,23.0,-2.0,67067.11,0,0.0,4,125295.34,31323.835,Carte bancaire,27,1950149.25,72227.75,Carte bancaire,23,40903.915,False,103644.31620789746,3,71407.518,57782.200000000004,0,187200.36206272946,0,0,0,0
65458089,2,110422.06,55211.03,55211.03,81d465015d,178.0,Particuliers,True,TPE,S1 Excellence,Unknown,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,32,1641933.5,51310.421875,86726.07,81d465015d,178.0,TPE,False,TPE,S1 Excellence,Unknown,INFORMATION ET COMMUNICATION,14.0,740520.68,86726.07,2,0,0,12552.659134384798,1,25,11.0,-14.0,-31515.040000000008,0,0.0,32,1641933.5,51310.421875,Chèque,2,110422.06,55211.03,Carte bancaire,-30,3900.608124999999,True,33919.41876481779,2,33126.617999999995,44168.824,0,50929.96631753974,0,0,0,0
65492cbe,3,194110.45,64703.48333333334,110775.62,5cfc998d17,9.0,PRO,False,SANS PROFFESION,S2 Premium,Unknown,CONSTRUCTION,0.0,0.0,0.0,0.0,15,742501.64,49500.109333333334,99671.31,5cfc998d17,9.0,PME,False,SANS PROFFESION,S2 Premium,Unknown,CONSTRUCTION,5.0,345122.11,99671.31,3,0,0,1928.2253560009954,1,25,20.0,-5.0,11104.309999999998,0,0.0,15,742501.64,49500.10933333333,Chèque,3,194110.45,64703.48333333334,Carte bancaire,-12,15203.374000000003,True,41273.30151008381,3,66465.37199999999,51762.786666666674,0,129805.47641544635,0,0,0,0
65659e7b,24,1575705.57,65654.39875000001,118149.9,5064037a23,24.0,TRE,True,RETRAITE,S4 Avenir,Unknown,AUTRES ACTIVITÉS DE SERVICES,1.0,58852.39,58852.39,0.041666666666666664,28,1597138.21,57040.650357142855,99470.53,5064037a23,24.0,TPE,True,RETRAITE,S4 Avenir,Unknown,AUTRES ACTIVITÉS DE SERVICES,15.0,996146.24,96041.66,0,1,1,37972.0178506287,1,25,10.0,-14.0,22108.23999999999,1,1.0,28,1597138.21,57040.650357142855,Chèque,24,1575705.57,65654.39875000001,Carte bancaire,-4,8613.748392857153,True,90686.52739369795,2,70889.93999999999,52523.51900000001,0,169014.080778657,0,0,0,0
6572aace,10,617458.3099999999,61745.83099999999,118136.83,53ef5c69d5,45.0,PME,False,PME,NON SEGMENTE CORPO,Unknown,INDUSTRIE MANUFACTURIÈRE,1.0,51472.38,51472.38,0.1,12,729692.0,60807.666666666664,96906.82,53ef5c69d5,45.0,PRO,True,PME,NON SEGMENTE CORPO,Unknown,INDUSTRIE MANUFACTURIÈRE,2.0,171180.77,93209.29,1,1,0,45285.13161869042,1,25,23.0,-1.0,24927.540000000008,0,0.0,12,729692.0,60807.66666666666,Carte bancaire,10,617458.3099999999,61745.83099999999,Carte bancaire,-2,938.1643333333268,False,53800.96684401209,3,70882.098,49396.6648,0,148142.46999933178,0,0,0,0
658ce7df,30,1836653.4,61221.78,109486.41,8823738ba2,111.0,Particuliers,True,SALARIE AGENT D EXECUTION,S5 Univers,Unknown,INDUSTRIE MANUFACTURIÈRE,2.0,122020.48999999999,107733.34,0.06666666666666667,6,286712.52999999997,47785.42166666666,87731.29,8823738ba2,111.0,PME,False,SALARIE AGENT D EXECUTION,S5 Univers,Unknown,INDUSTRIE MANUFACTURIÈRE,5.0,265728.12,87731.29,0,0,0,34672.41618764309,1,25,20.0,-3.0,21755.12000000001,1,1.0,6,286712.53,47785.42166666666,Chèque,30,1836653.4,61221.78,Carte bancaire,24,13436.358333333335,True,49733.579862745864,5,65691.846,48977.424,2,141074.30271439053,0,0,0,0
6592bd7a,7,481350.42,68764.34571428571,116157.46,6f4551f2cd,139.0,TPE,True,TRE RETRAITE,NOUVEAU CLIENT,Unknown,ACTIV FINANCIÈRES ET ASSURANCE,0.0,0.0,0.0,0.0,12,564432.07,47036.00583333333,88867.2,6f4551f2cd,139.0,GEI,False,TRE RETRAITE,NOUVEAU CLIENT,Unknown,ACTIV FINANCIÈRES ET ASSURANCE,3.0,152017.24,69303.83,0,0,0,26996.3865459232,1,25,22.0,-3.0,46853.630000000005,1,0.0,12,564432.07,47036.00583333333,Carte bancaire,7,481350.42,68764.34571428571,Carte bancaire,-5,21728.33988095238,False,46771.805029969524,5,69694.476,55011.47657142857,0,156294.15483746078,0,0,0,0
659ec9ad,13,893937.78,68764.44461538462,119160.68,c8587537e8,226.0,PRO,True,SALARIE HAUT CADRE,S2 Premium,Unknown,INFORMATION ET COMMUNICATION,1.0,24915.13,24915.13,0.07692307692307693,1,94900.77,94900.77,94900.77,c8587537e8,226.0,PME,False,SALARIE HAUT CADRE,S2 Premium,Unknown,INFORMATION ET COMMUNICATION,1.0,94900.77,94900.77,1,0,0,23929.513829523312,1,25,24.0,0.0,24259.90999999999,0,0.0,1,94900.77,94900.77,Chèque,13,893937.78,68764.44461538462,Carte bancaire,12,-26136.325384615386,True,53420.45372401523,6,71496.408,55011.5556923077,1,148953.35370504437,0,0,0,0
65c251f6,29,1946403.82,67117.37310344828,119830.54,2c3d7bd2e3,72.0,Particuliers,True,SALARIE AGENT D EXECUTION,S5 Univers,Unknown,ACTIV DE SCES ADMIN ET SOUTIEN,0.0,0.0,0.0,0.0,15,815503.76,54366.91733333333,96678.92,2c3d7bd2e3,72.0,Particuliers,True,SALARIE AGENT D EXECUTION,S5 Univers,Unknown,ACTIV DE SCES ADMIN ET SOUTIEN,6.0,265549.89,82204.55,1,0,0,7461.663967206245,1,25,19.0,-6.0,37625.98999999999,1,1.0,15,815503.76,54366.91733333333,Carte bancaire,29,1946403.82,67117.37310344828,Carte bancaire,14,12750.455770114946,False,50305.430294222046,4,71898.324,53693.898482758625,0,158943.30871239642,0,0,0,0
65cf6946,12,677272.79,56439.39916666667,116068.55,c26d2a693f,179.0,PRO,True,SALARIE CADRE MOYEN,S5 Univers,Unknown,INFORMATION ET COMMUNICATION,2.0,173811.23,116068.55,0.16666666666666666,29,1309321.57,45149.019655172415,94721.29,c26d2a693f,179.0,PRO,True,SALARIE CADRE MOYEN,S5 Univers,Unknown,INFORMATION ET COMMUNICATION,11.0,394181.09,94721.29,3,1,0,46235.64878560369,1,25,14.0,-9.0,21347.26000000001,0,0.0,29,1309321.57,45149.019655172415,Carte bancaire,12,677272.79,56439.39916666667,Carte bancaire,-17,11290.379511494257,False,54533.57315004312,2,69641.13,45151.51933333334,0,144735.64623757778,0,0,0,0
65df90b6,28,1498612.46,53521.87357142857,111642.35,f8d74c1ae0,196.0,TPE,False,SALARIE CADRE MOYEN,S3 Essentiel,Unknown,ACTIVITÉS IMMOBILIÈRES,2.0,109497.87,77404.67,0.07142857142857142,10,393255.31,39325.531,78605.17,f8d74c1ae0,196.0,Particuliers,False,SALARIE CADRE MOYEN,S3 Essentiel,Unknown,ACTIVITÉS IMMOBILIÈRES,6.0,205073.76,58871.0,1,0,0,9375.727010594997,1,25,19.0,-4.0,52771.350000000006,0,0.0,10,393255.31,39325.531,Chèque,28,1498612.46,53521.87357142857,Virement,18,14196.34257142857,True,53899.670930247354,3,66985.41,42817.49885714286,0,150376.39982247658,0,0,0,0
65ef7355,8,570405.23,71300.65375,117108.21,1868303560,69.0,PME,True,SALARIE CADRE MOYEN,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,13,586901.74,45146.28769230769,97522.65,1868303560,69.0,TRE,True,SALARIE CADRE MOYEN,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,8.0,315752.66,97522.65,1,0,0,17184.832168669218,1,25,17.0,-8.0,19585.560000000012,1,0.0,13,586901.74,45146.28769230769,Chèque,8,570405.23,71300.65375,Carte bancaire,-5,26154.366057692307,True,51121.33365491326,2,70264.926,57040.523,0,149792.89976562574,0,0,0,0
