client_id,hist_transaction_count,hist_total_amount,hist_avg_amount,hist_preferred_method,curr_transaction_count,curr_total_amount,curr_avg_amount,curr_preferred_method,transaction_frequency_change,avg_amount_change,method_changed
7452340,7,335182.35,47883.19285714285,Virement,15,906068.3200000001,60404.55466666667,Carte bancaire,8,12521.36180952382,True
74571942,75,3927807.1,52370.761333333336,Carte bancaire,140,7089176.5,50636.975,Carte bancaire,65,-1733.786333333337,False
746d8164,12,648648.14,54054.011666666665,Virement,30,1663805.16,55460.172,Carte bancaire,18,1406.1603333333333,True
7483002f,27,1366464.73,50609.804814814815,Carte bancaire,29,2027437.43,69911.63551724138,Carte bancaire,2,19301.83070242656,False
74908d90,30,1044019.24,34800.64133333333,Chèque,22,1380857.78,62766.262727272726,Carte bancaire,-8,27965.621393939393,True
74a7de51,13,589193.82,45322.60153846153,Chèque,4,237363.78999999998,59340.947499999995,Agence,-9,14018.345961538464,True
74be54ae,25,1295032.76,51801.3104,Chèque,13,871535.54,67041.19538461539,Carte bancaire,-12,15239.88498461539,True
74cd6163,10,521582.8,52158.28,Chèque,18,920399.2,51133.288888888885,Carte bancaire,8,-1024.9911111111142,True
74e467f7,18,971083.84,53949.102222222224,Chèque,15,745437.77,49695.85133333333,Carte bancaire,-3,-4253.2508888888915,True
74ebb97c,7,393214.08,56173.44,Virement,30,1623812.9,54127.096666666665,Carte bancaire,23,-2046.3433333333378,True
74f188df,13,672904.13,51761.85615384615,Virement,16,1068760.74,66797.54625,Carte bancaire,3,15035.690096153849,True
750d4a7b,14,760227.45,54301.96071428571,Chèque,26,1594158.41,61313.784999999996,Carte bancaire,12,7011.824285714283,True
7515d006,10,467242.19,46724.219,Carte bancaire,1,80128.83,80128.83,Virement,-9,33404.611000000004,True
751790c7,25,1391787.2,55671.488,Chèque,28,1543428.77,55122.45607142857,Carte bancaire,3,-549.0319285714286,True
752e6bd4,5,144825.01,28965.002,Carte bancaire,7,421925.39999999997,60275.057142857135,Carte bancaire,2,31310.055142857134,False
753d902b,10,587970.4400000001,58797.04400000001,Chèque,10,548037.06,54803.706000000006,Carte bancaire,0,-3993.3380000000034,True
755c6a7c,6,280271.85,46711.975,Carte bancaire,10,633068.22,63306.822,Carte bancaire,4,16594.847,False
756637ee,18,1010350.88,56130.60444444444,Chèque,7,427395.6,61056.514285714286,Carte bancaire,-11,4925.909841269844,True
75760195,12,497166.44,41430.53666666667,Carte bancaire,28,1959000.42,69964.30071428571,Carte bancaire,16,28533.764047619043,False
75aa6462,19,698884.73,36783.406842105265,Chèque,3,142213.27,47404.42333333333,Carte bancaire,-16,10621.016491228067,True
75cb2bea,6,250103.44999999998,41683.90833333333,Carte bancaire,17,1088451.12,64026.53647058824,Virement,11,22342.628137254906,True
75e6bbd1,12,409434.9,34119.575000000004,Chèque,30,1624125.06,54137.502,Carte bancaire,18,20017.926999999996,True
75f76a11,12,671380.78,55948.39833333334,Carte bancaire,24,1359373.74,56640.5725,Carte bancaire,12,692.174166666664,False
75fa2848,22,991684.39,45076.56318181818,Chèque,12,922279.71,76856.6425,Carte bancaire,-10,31780.079318181823,True
760906ec,27,1650324.53,61123.130740740744,Chèque,1,60857.21,60857.21,Carte bancaire,-26,-265.9207407407448,True
761114a7,18,1055217.04,58623.16888888889,Carte bancaire,18,1139329.85,63296.102777777785,Carte bancaire,0,4672.933888888896,False
761c4c9b,13,780499.89,60038.45307692308,Carte bancaire,17,1017627.27,59860.42764705882,Carte bancaire,4,-178.02542986425397,False
7633d334,18,1033662.0,57425.666666666664,Chèque,13,645360.6699999999,49643.12846153846,Carte bancaire,-5,-7782.538205128207,True
764b36aa,20,857857.55,42892.8775,Carte bancaire,5,251574.25999999998,50314.852,Carte bancaire,-15,7421.974499999997,False
76591d50,18,994404.1599999999,55244.67555555555,Chèque,2,211914.34000000003,105957.17000000001,Carte bancaire,-16,50712.49444444446,True
767ce061,7,530444.74,75777.81999999999,Chèque,27,1847318.08,68419.18814814815,Carte bancaire,20,-7358.631851851838,True
768c17cd,13,642103.88,49392.60615384615,Carte bancaire,12,555218.13,46268.1775,Carte bancaire,-1,-3124.428653846153,False
768fb883,13,623159.38,47935.336923076924,Chèque,21,1114299.0,53061.857142857145,Carte bancaire,8,5126.520219780221,True
76bdfe2c,19,892518.16,46974.64,Chèque,4,281167.6,70291.9,Espèces,-15,23317.259999999995,True
76c562f7,18,1057561.44,58753.41333333333,Chèque,42,2696831.12,64210.264761904764,Carte bancaire,24,5456.851428571434,True
76c8c37a,6,266591.39,44431.89833333334,Chèque,12,845833.78,70486.14833333333,Carte bancaire,6,26054.249999999993,True
76ff4590,11,599001.45,54454.67727272727,Chèque,8,452592.16,56574.02,Carte bancaire,-3,2119.3427272727276,True
7701c0ca,26,1066359.74,41013.836153846154,Carte bancaire,28,1717350.9,61333.96071428571,Virement,2,20320.12456043956,True
770fe156,23,1331840.27,57906.098695652174,Chèque,3,62450.71,20816.903333333332,Virement,-20,-37089.195362318846,True
771072b9,16,794369.01,49648.063125,Chèque,6,352387.38,58731.23,Carte bancaire,-10,9083.166875000003,True
77197d9c,10,416140.14,41614.014,Carte bancaire,27,1672597.53,61948.05666666667,Carte bancaire,17,20334.042666666668,False
771daefd,5,286021.97,57204.39399999999,Chèque,23,1385818.15,60252.96304347826,Carte bancaire,18,3048.5690434782664,True
77378fd1,22,1061570.05,48253.18409090909,Carte bancaire,14,962105.67,68721.83357142858,Virement,-8,20468.64948051949,True
775e2d49,2,108175.73000000001,54087.865000000005,Carte bancaire,6,285144.85,47524.14166666666,Carte bancaire,4,-6563.723333333342,False
776f47d3,60,3068062.96,51134.382666666665,Chèque,26,1157724.44,44527.86307692307,Carte bancaire,-34,-6606.5195897435915,True
7790aa10,9,518072.6,57563.62222222222,Chèque,12,861736.4400000001,71811.37000000001,Carte bancaire,3,14247.74777777779,True
77a12978,5,319898.16000000003,63979.632000000005,Virement,7,420312.27999999997,60044.61142857142,Carte bancaire,2,-3935.020571428584,True
77b66a63,14,575267.0,41090.5,Chèque,27,1323854.6300000001,49031.652962962966,Carte bancaire,13,7941.152962962966,True
77d06e05,12,490771.20999999996,40897.60083333333,Chèque,14,912908.1,65207.72142857143,Carte bancaire,2,24310.1205952381,True
77d0aa17,12,619553.3,51629.44166666667,Carte bancaire,24,1463419.3800000001,60975.8075,Carte bancaire,12,9346.36583333333,False
780f558e,1,25090.21,25090.21,Chèque,20,1305840.1,65292.005000000005,Carte bancaire,19,40201.795000000006,True
7828e355,26,1485093.6400000001,57118.986153846156,Chèque,2,183634.8,91817.4,Carte bancaire,-24,34698.41384615384,True
783ecb2b,30,1638679.33,54622.64433333334,Chèque,22,1438079.43,65367.24681818182,Carte bancaire,-8,10744.602484848481,True
783fe8b7,12,662585.3,55215.44166666667,Chèque,2,236335.1,118167.55,Espèces,-10,62952.10833333333,True
784c57d9,12,674857.46,56238.121666666666,Chèque,9,707635.32,78626.14666666667,Carte bancaire,-3,22388.025,True
785d24ad,11,710364.26,64578.56909090909,Chèque,14,863444.8,61674.62857142858,Carte bancaire,3,-2903.940519480515,True
786042a2,7,318857.02,45551.00285714286,Chèque,13,478462.02,36804.770769230774,Carte bancaire,6,-8746.232087912089,True
78698ff1,9,373080.94,41453.43777777778,Chèque,5,224815.25,44963.05,Virement,-4,3509.6122222222257,True
78701418,7,260965.79,37280.827142857146,Chèque,11,443653.18,40332.10727272727,Carte bancaire,4,3051.2801298701233,True
787ef06b,17,639222.37,37601.31588235294,Virement,2,133619.04,66809.52,Chèque,-15,29208.204117647067,True
78849acb,14,591290.47,42235.03357142857,Carte bancaire,17,937274.34,55133.78470588235,Carte bancaire,3,12898.751134453785,False
788a8fc5,3,107759.58,35919.86,Chèque,26,1275314.89,49050.57269230769,Carte bancaire,23,13130.712692307687,True
78af13cb,29,1638952.05,56515.58793103448,Chèque,13,770026.8,59232.83076923077,Virement,-16,2717.242838196289,True
78b1c17f,1,33833.62,33833.62,Virement,15,978407.75,65227.183333333334,Carte bancaire,14,31393.56333333333,True
78d1ccfd,6,173299.84000000003,28883.30666666667,Chèque,26,1409318.32,54204.55076923077,Carte bancaire,20,25321.244102564102,True
78e9ef44,44,2215301.72,50347.766363636365,Carte bancaire,6,425718.42,70953.06999999999,Agence,-38,20605.303636363627,True
78ebd959,17,869353.53,51138.44294117647,Chèque,15,809029.4199999999,53935.29466666666,Carte bancaire,-2,2796.851725490189,True
79131bb9,50,2247852.0,44957.04,Chèque,10,576742.5,57674.25,Virement,-40,12717.21,True
79163551,23,1301258.23,56576.4447826087,Chèque,8,673933.3300000001,84241.66625000001,Carte bancaire,-15,27665.22146739131,True
791ac492,12,738120.46,61510.03833333333,Chèque,7,285769.33999999997,40824.19142857142,Virement,-5,-20685.846904761907,True
791fdde9,18,853640.48,47424.47111111111,Chèque,15,897036.19,59802.41266666666,Agence,-3,12377.941555555553,True
79203af2,25,1514925.5,60597.02,Chèque,5,154502.05,30900.409999999996,Agence,-20,-29696.61,True
79300ffb,15,613499.5,40899.96666666667,Chèque,25,1549410.1,61976.404,Virement,10,21076.437333333335,True
795e0f77,4,304045.88,76011.47,Carte bancaire,6,373956.5,62326.083333333336,Carte bancaire,2,-13685.386666666665,False
7962b7d2,33,1281180.0,38823.63636363636,Chèque,36,1292821.68,35911.71333333333,Virement,3,-2911.923030303027,True
797556f6,5,279779.02,55955.804000000004,Carte bancaire,17,855249.47,50308.79235294118,Carte bancaire,12,-5647.0116470588255,False
7978dfa8,27,1094195.87,40525.77296296297,Chèque,19,1265800.93,66621.10157894736,Carte bancaire,-8,26095.328615984392,True
79857429,15,819558.89,54637.259333333335,Chèque,30,2129959.6,70998.65333333334,Carte bancaire,15,16361.394,True
7988ee50,14,800361.38,57168.67,Chèque,10,478715.96,47871.596000000005,Carte bancaire,-4,-9297.073999999993,True
7988f565,4,140846.26,35211.565,Carte bancaire,2,84704.38,42352.19,Virement,-2,7140.625,True
798ac0d0,11,666443.92,60585.81090909091,Chèque,26,1475272.31,56741.24269230769,Carte bancaire,15,-3844.56821678322,True
7993a24b,10,566009.07,56600.90699999999,Espèces,4,415278.33999999997,103819.58499999999,Agence,-6,47218.678,True
7997eb25,28,1524288.24,54438.86571428571,Chèque,11,887678.72,80698.06545454545,Carte bancaire,-17,26259.199740259734,True
79ba005f,28,1103868.24,39423.86571428571,Chèque,46,2694939.06,58585.63173913043,Carte bancaire,18,19161.76602484472,True
79bbafcd,5,269955.13,53991.026,Chèque,13,759787.49,58445.191538461535,Carte bancaire,8,4454.165538461537,True
79d6d4fb,25,1503240.73,60129.629199999996,Chèque,25,1493510.16,59740.4064,Carte bancaire,0,-389.2227999999959,True
79e47b90,11,671978.86,61088.987272727274,Chèque,10,437253.48,43725.348,Carte bancaire,-1,-17363.639272727276,True
79eea55c,7,300496.2,42928.02857142857,Carte bancaire,29,1432833.82,49408.06275862069,Carte bancaire,22,6480.034187192119,False
7a0ea047,14,584286.06,41734.71857142857,Chèque,13,915180.63,70398.51,Virement,-1,28663.79142857142,True
7a381d64,12,475092.58,39591.04833333333,Chèque,12,612543.29,51045.27416666667,Carte bancaire,0,11454.225833333338,True
7a3a9afa,10,577536.47,57753.647,Chèque,16,973629.66,60851.85375,Carte bancaire,6,3098.206750000005,True
7a5483b4,29,1452017.8599999999,50069.58137931034,Carte bancaire,28,1661774.89,59349.10321428571,Carte bancaire,-1,9279.52183497537,False
7a6fe0a0,4,231281.32,57820.33,Carte bancaire,5,369082.21,73816.44200000001,Carte bancaire,1,15996.112000000008,False
7a830fc3,5,246650.7,49330.14,Carte bancaire,3,80762.02,26920.673333333336,Espèces,-2,-22409.466666666664,True
7a851f7b,11,432896.84,39354.258181818186,Chèque,13,663161.33,51012.409999999996,Carte bancaire,2,11658.15181818181,True
7aa1b283,1,13225.74,13225.74,Chèque,15,1080940.87,72062.72466666668,Carte bancaire,14,58836.98466666668,True
7aa2a3c7,12,614680.48,51223.37333333333,Chèque,28,1618465.8699999999,57802.35249999999,Carte bancaire,16,6578.979166666664,True
7ab4ba93,15,914891.67,60992.778000000006,Carte bancaire,6,661461.09,110243.515,Carte bancaire,-9,49250.736999999994,False
7ab59de6,42,2287933.52,54474.607619047616,Chèque,20,1407529.26,70376.463,Carte bancaire,-22,15901.855380952387,True
7ac8cd25,11,602728.59,54793.50818181818,Chèque,20,1001920.38,50096.019,Carte bancaire,9,-4697.489181818179,True
7ad7308e,25,1182551.16,47302.0464,Chèque,8,562756.01,70344.50125,QR Code / TuniPay,-17,23042.454850000002,True
7ae23bfb,22,1011333.21,45969.69136363636,Chèque,15,716016.8,47734.45333333334,Carte bancaire,-7,1764.7619696969778,True
7afb051d,11,625566.66,56869.696363636365,Carte bancaire,15,852050.02,56803.33466666667,Carte bancaire,4,-66.36169696969591,False
7b0202c0,18,879311.78,48850.654444444444,Chèque,21,1322808.79,62990.89476190476,Carte bancaire,3,14140.240317460317,True
7b11d972,5,273612.32,54722.464,Chèque,18,707290.3,39293.90555555556,Carte bancaire,13,-15428.55844444444,True
7b3e27ab,20,1139082.26,56954.113,Carte bancaire,13,961520.99,73963.15307692307,Carte bancaire,-7,17009.040076923076,False
7b4c91e5,40,2010370.26,50259.2565,Chèque,2,56913.44,28456.72,Virement,-38,-21802.536500000002,True
7b4f9791,21,862486.36,41070.77904761905,Chèque,13,1070388.54,82337.58,Carte bancaire,-8,41266.80095238095,True
7b69d7ee,12,630014.1900000001,52501.1825,Chèque,6,330472.09,55078.68166666667,Agence,-6,2577.4991666666683,True
7b9aee7b,25,1478682.02,59147.2808,Chèque,24,1588486.91,66186.95458333332,Carte bancaire,-1,7039.6737833333245,True
7baa2e18,11,670392.11,60944.737272727274,Chèque,13,746525.61,57425.04692307692,Carte bancaire,2,-3519.690349650351,True
7bac01e6,12,600871.1,50072.59166666667,Carte bancaire,14,819406.42,58529.030000000006,Carte bancaire,2,8456.438333333339,False
7beb69da,20,938804.99,46940.2495,Chèque,15,1126099.12,75073.27466666668,Carte bancaire,-5,28133.02516666668,True
7c041d6d,54,2296396.52,42525.86148148148,Chèque,22,1241993.28,56454.24,Carte bancaire,-32,13928.378518518519,True
7c0519f7,9,518147.23,57571.91444444444,Carte bancaire,7,415991.88,59427.41142857143,Carte bancaire,-2,1855.4969841269922,False
7c059772,3,157071.86,52357.28666666666,Chèque,11,706388.65,64217.15,Carte bancaire,8,11859.863333333342,True
7c0d321e,8,520040.62,65005.0775,Chèque,36,2675431.1,74317.53055555555,Carte bancaire,28,9312.453055555554,True
7c2cd858,16,918526.96,57407.935,Chèque,42,2754956.9,65594.2119047619,Carte bancaire,26,8186.276904761908,True
7c33ef90,14,599502.1,42821.57857142857,Chèque,58,3432659.32,59183.78137931034,Carte bancaire,44,16362.202807881775,True
7c48a4f9,9,364671.48,40519.05333333333,Virement,10,435742.74,43574.274,Carte bancaire,1,3055.220666666668,True
7c4f2ab4,4,221768.12,55442.03,Carte bancaire,5,427465.97,85493.19399999999,Carte bancaire,1,30051.16399999999,False
7c5129c4,4,154094.82,38523.705,Chèque,13,691986.99,53229.768461538464,Carte bancaire,9,14706.063461538462,True
7c67213c,28,1402661.1199999999,50095.03999999999,Chèque,5,299537.13,59907.426,Carte bancaire,-23,9812.386000000006,True
7c67dedb,9,572937.77,63659.752222222225,Chèque,4,137675.65,34418.9125,Carte bancaire,-5,-29240.839722222227,True
7c735bb5,19,873169.02,45956.264210526315,Carte bancaire,24,1457504.6,60729.35833333334,Carte bancaire,5,14773.094122807022,False
7c7465b6,23,1076900.22,46821.748695652175,Chèque,19,1182347.27,62228.80368421053,Carte bancaire,-4,15407.054988558353,True
7c872064,25,1168356.6,46734.264,Chèque,13,780245.74,60018.903076923074,Agence,-12,13284.639076923071,True
7c8a117d,23,1025660.5,44593.934782608696,Carte bancaire,20,1085028.42,54251.420999999995,Carte bancaire,-3,9657.486217391299,False
7c98dae3,30,1377598.8,45919.96,Chèque,14,503575.19999999995,35969.65714285714,Chèque,-16,-9950.302857142859,False
7ccfd79e,26,1314673.93,50564.38192307692,Chèque,19,1159549.66,61028.929473684206,Carte bancaire,-7,10464.547550607283,True
7cdc2bd8,6,245141.5,40856.916666666664,Agence,1,104798.25,104798.25,Chèque,-5,63941.333333333336,True
7ce6d0ab,28,1453182.98,51899.39214285714,Chèque,13,586746.1799999999,45134.32153846153,Carte bancaire,-15,-6765.070604395609,True
7cf84676,15,847416.86,56494.45733333333,Chèque,9,590336.8099999999,65592.97888888889,Virement,-6,9098.521555555555,True
7cfc382c,24,1160291.98,48345.49916666667,Carte bancaire,10,664137.64,66413.764,Carte bancaire,-14,18068.264833333327,False
7d16bcae,11,359146.5,32649.68181818182,Chèque,18,1018134.9,56563.05,Carte bancaire,7,23913.368181818183,True
7d24f04a,12,727940.31,60661.692500000005,Chèque,4,148293.15,37073.2875,Virement,-8,-23588.405000000006,True
7d2bf642,11,637099.39,57918.126363636366,Chèque,9,706710.64,78523.40444444444,Carte bancaire,-2,20605.27808080808,True
7d3c9d28,27,1304397.31,48311.01148148148,Chèque,13,643330.58,49486.96769230769,Carte bancaire,-14,1175.9562108262107,True
7d3f279f,8,321725.27,40215.65875,Virement,25,1432850.27,57314.010800000004,Carte bancaire,17,17098.35205,True
7d431c1f,24,1176923.76,49038.49,Chèque,7,400959.45999999996,57279.922857142854,Carte bancaire,-17,8241.432857142856,True
7d4a5ca2,14,671189.0800000001,47942.077142857146,Chèque,36,2525380.22,70149.45055555557,Carte bancaire,22,22207.37341269842,True
7d54c22c,9,490477.91000000003,54497.54555555556,Chèque,13,683119.36,52547.64307692308,Carte bancaire,4,-1949.9024786324808,True
7d579fd7,11,618052.62,56186.601818181814,Chèque,22,1464156.8900000001,66552.58590909092,Virement,11,10365.984090909107,True
7d585403,29,1342929.37,46307.90931034483,Chèque,11,572015.25,52001.38636363636,Virement,-18,5693.477053291528,True
7d649bff,7,278806.32,39829.474285714285,Virement,2,64888.509999999995,32444.254999999997,Chèque,-5,-7385.219285714287,True
7d75c035,11,484060.83,44005.53,Chèque,22,1351437.56,61428.98,Carte bancaire,11,17423.450000000004,True
7d9a48ef,22,1271805.52,57809.34181818182,Chèque,14,493449.16000000003,35246.368571428575,Carte bancaire,-8,-22562.973246753245,True
7da5318d,10,701528.98,70152.898,Chèque,22,1358492.3,61749.65,Virement,12,-8403.248,True
7da7a59a,3,136303.61,45434.53666666666,Chèque,5,311688.95999999996,62337.791999999994,Carte bancaire,2,16903.255333333334,True
7db449ba,1,45798.7,45798.7,Chèque,7,453857.58,64836.79714285715,Carte bancaire,6,19038.09714285715,True
7db642a0,7,385348.68,55049.811428571425,Chèque,15,1070247.81,71349.854,Carte bancaire,8,16300.042571428581,True
7dd90755,8,364597.48,45574.685,Carte bancaire,19,1498632.49,78875.39421052631,Carte bancaire,11,33300.709210526315,False
7de82930,22,1316858.6600000001,59857.21181818182,Chèque,16,1017564.96,63597.81,Carte bancaire,-6,3740.5981818181754,True
7e191b83,29,1623854.6,55994.98620689655,Chèque,22,1493320.78,67878.21727272727,Virement,-7,11883.231065830718,True
7e1d594d,26,1090380.64,41937.71692307692,Chèque,8,469667.26999999996,58708.408749999995,Carte bancaire,-18,16770.691826923074,True
7e1dc25e,22,1181792.9200000002,53717.86000000001,Chèque,4,236535.27000000002,59133.817500000005,Carte bancaire,-18,5415.957499999997,True
7e23fd21,28,1360486.94,48588.819285714286,Chèque,10,767050.24,76705.024,Carte bancaire,-18,28116.20471428572,True
7e2d3253,24,1505318.98,62721.62416666667,Chèque,10,757569.5700000001,75756.95700000001,Carte bancaire,-14,13035.332833333341,True
7e35b26a,5,296107.33,59221.466,Carte bancaire,1,11916.85,11916.85,Virement,-4,-47304.616,True
7e3f0f3f,7,354373.25,50624.75,Chèque,7,378083.08,54011.868571428575,Virement,0,3387.118571428575,True
7e682bbf,13,451266.92000000004,34712.840000000004,Carte bancaire,1,40812.41,40812.41,Carte bancaire,-12,6099.57,False
7e6d69c2,9,366664.27,40740.474444444444,Chèque,15,716736.22,47782.414666666664,Carte bancaire,6,7041.94022222222,True
7e70a4e1,13,563961.03,43381.61769230769,Carte bancaire,15,751212.67,50080.84466666667,Carte bancaire,2,6699.226974358979,False
7e761360,29,1247582.89,43020.09965517241,Carte bancaire,20,1209087.05,60454.3525,Carte bancaire,-9,17434.25284482759,False
7e807349,46,2737567.58,59512.33869565218,Chèque,10,782185.88,78218.588,Carte bancaire,-36,18706.249304347824,True
7e8b9327,30,1404029.48,46800.98266666666,Chèque,5,224107.27,44821.454,Carte bancaire,-25,-1979.5286666666652,True
7e982a53,1,93696.72,93696.72,Carte bancaire,14,815325.46,58237.532857142854,Carte bancaire,13,-35459.18714285715,False
7ebabc0f,10,288551.56,28855.156,Chèque,8,326184.03,40773.00375,Carte bancaire,-2,11917.847750000004,True
7ef2d3e8,10,452364.35,45236.435,Chèque,9,507770.97,56418.996666666666,Carte bancaire,-1,11182.561666666668,True
7efea682,15,704567.34,46971.155999999995,Carte bancaire,23,1222636.6,53158.11304347827,Carte bancaire,8,6186.957043478273,False
7f063203,15,840975.78,56065.052,Carte bancaire,4,181162.8,45290.7,Carte bancaire,-11,-10774.352000000006,False
7f0871cc,28,1377316.57,49189.8775,Chèque,12,625899.61,52158.300833333335,Carte bancaire,-16,2968.4233333333323,True
7f2f739b,36,2120916.1,58914.336111111115,Chèque,20,1289573.6,64478.68000000001,Carte bancaire,-16,5564.343888888892,True
7f3825fc,4,144666.17,36166.5425,Espèces,14,796255.16,56875.368571428575,Virement,10,20708.82607142857,True
7f4f0ec2,15,610485.35,40699.02333333333,Chèque,4,217570.64,54392.66,Agence,-11,13693.636666666673,True
7f6d7506,30,1766555.47,58885.18233333333,Chèque,30,1975037.04,65834.568,Carte bancaire,0,6949.385666666669,True
7f8c94ef,23,1005997.0,43739.0,Chèque,8,434773.98,54346.7475,Carte bancaire,-15,10607.747499999998,True
7f9b36e6,1,9517.4,9517.4,Carte bancaire,30,1904049.54,63468.318,Carte bancaire,29,53950.918,False
7fa32884,24,1119565.06,46648.54416666667,Chèque,15,1032065.65,68804.37666666666,Carte bancaire,-9,22155.832499999997,True
7fb51b09,24,1182090.84,49253.785,Chèque,7,309041.52,44148.78857142857,Carte bancaire,-17,-5104.99642857143,True
7fb8b1db,12,462959.76,38579.98,Carte bancaire,14,1177878.95,84134.21071428571,Carte bancaire,2,45554.23071428571,False
7fc31695,12,559475.95,46622.99583333333,Carte bancaire,29,1553917.96,53583.37793103448,Carte bancaire,17,6960.382097701156,False
7fc464d2,15,752014.23,50134.282,Chèque,33,2339913.54,70906.47090909092,Carte bancaire,18,20772.188909090917,True
7fc4d632,28,1491653.59,53273.342500000006,Chèque,12,969312.37,80776.03083333334,Carte bancaire,-16,27502.68833333333,True
7fc73923,18,698655.82,38814.21222222222,Carte bancaire,36,1972088.34,54780.23166666667,Carte bancaire,18,15966.01944444445,False
7fd460d8,3,142732.06,47577.35333333333,Agence,23,1272326.31,55318.535217391305,Carte bancaire,20,7741.181884057973,True
7fdf377e,5,192956.02,38591.204,Chèque,14,865950.84,61853.631428571425,Carte bancaire,9,23262.427428571427,True
7fec65fe,16,884991.28,55311.955,Carte bancaire,28,1754453.1600000001,62659.041428571436,Carte bancaire,12,7347.086428571434,False
7ff061ab,3,208203.87,69401.29,Chèque,12,317501.83,26458.485833333336,Carte bancaire,9,-42942.804166666654,True
7ff256f6,6,347632.66,57938.776666666665,Carte bancaire,25,1615016.87,64600.67480000001,Carte bancaire,19,6661.898133333343,False
8007a780,13,757171.49,58243.96076923077,Chèque,15,998339.19,66555.946,Carte bancaire,2,8311.985230769227,True
800a2e5f,6,118672.37,19778.728333333333,Carte bancaire,20,1169421.6099999999,58471.0805,Carte bancaire,14,38692.352166666664,False
801bfe3a,15,739331.21,49288.74733333333,Carte bancaire,21,1272262.75,60583.94047619047,Carte bancaire,6,11295.19314285714,False
803bdb62,29,1435962.32,49515.942068965516,Chèque,24,1778007.88,74083.66166666667,Carte bancaire,-5,24567.71959770115,True
80553974,81,3550921.6799999997,43838.539259259254,Carte bancaire,33,2061059.46,62456.347272727275,Carte bancaire,-48,18617.80801346802,False
80583d3e,14,707233.63,50516.68785714286,Chèque,5,202925.41,40585.082,Carte bancaire,-9,-9931.605857142858,True
806e0c54,10,263559.56,26355.956,Chèque,22,1325213.8,60236.99090909091,Carte bancaire,12,33881.034909090915,True
8081fb1d,30,1497098.76,49903.292,Chèque,30,1785459.37,59515.312333333335,Carte bancaire,0,9612.020333333334,True
80aa86e4,15,487082.66,32472.177333333333,Chèque,25,1607076.82,64283.0728,Carte bancaire,10,31810.89546666667,True
80b44124,9,514280.54000000004,57142.282222222224,Chèque,2,98513.06,49256.53,Carte bancaire,-7,-7885.752222222225,True
80cc206b,56,3005583.32,53671.13071428571,Chèque,56,2962913.56,52909.17071428571,Carte bancaire,0,-761.9599999999991,True
80d1b13b,23,1107995.36,48173.71130434783,Chèque,25,1157815.46,46312.6184,Carte bancaire,2,-1861.0929043478318,True
80fd9d9f,12,378999.27,31583.272500000003,Carte bancaire,18,1026206.05,57011.447222222225,Carte bancaire,6,25428.174722222222,False
8124fb69,6,282884.43,47147.405,Virement,8,525230.31,65653.78875,Carte bancaire,2,18506.383750000008,True
815c17f3,5,197753.02,39550.604,Carte bancaire,15,910705.3,60713.68666666667,Carte bancaire,10,21163.08266666667,False
815db4c6,5,200747.12,40149.424,Carte bancaire,10,482215.33,48221.533,Virement,5,8072.109000000004,True
817d87eb,9,428994.58,47666.06444444445,Chèque,1,41796.18,41796.18,Carte bancaire,-8,-5869.884444444448,True
81977d94,9,482694.12,53632.68,Chèque,14,988793.84,70628.13142857143,Carte bancaire,5,16995.451428571432,True
81a2f92b,45,2113797.36,46973.274666666664,Virement,15,705209.22,47013.948,Carte bancaire,-30,40.673333333332266,True
81aee7c2,12,574282.78,47856.89833333334,Carte bancaire,10,856844.14,85684.414,Virement,-2,37827.515666666666,True
81afde68,7,315319.71,45045.67285714286,Carte bancaire,6,243898.52999999997,40649.755,Carte bancaire,-1,-4395.917857142864,False
81b680c0,15,558447.3300000001,37229.82200000001,Virement,26,1636089.68,62926.52615384615,Carte bancaire,11,25696.70415384614,True
81bae82a,7,266567.30000000005,38081.042857142864,Chèque,19,1145408.3,60284.64736842106,Carte bancaire,12,22203.604511278194,True
81c4c64e,56,2511333.08,44845.23357142857,Chèque,58,3731861.46,64342.43896551724,Carte bancaire,2,19497.20539408867,True
81c7c27c,14,983037.8,70216.98571428572,Chèque,14,827520.98,59108.64142857143,Carte bancaire,0,-11108.344285714295,True
81cae884,8,462209.58999999997,57776.198749999996,Carte bancaire,14,961631.58,68687.97,Carte bancaire,6,10911.771250000005,False
81cbe343,14,661691.1,47263.65,Chèque,9,610359.95,67817.77222222222,Carte bancaire,-5,20554.12222222222,True
81d71993,11,728070.52,66188.2290909091,Chèque,25,1598325.76,63933.0304,Carte bancaire,14,-2255.198690909092,True
81da5142,30,1248120.6500000001,41604.021666666675,Chèque,30,2035696.81,67856.56033333334,Carte bancaire,0,26252.538666666667,True
81dcba42,50,2340025.36,46800.5072,Carte bancaire,10,927722.56,92772.25600000001,Carte bancaire,-40,45971.74880000001,False
81e47f4e,8,370897.55,46362.19375,Chèque,10,424386.42,42438.642,Carte bancaire,2,-3923.5517499999987,True
81f80466,14,918434.8300000001,65602.48785714286,Chèque,30,2316811.34,77227.04466666667,Carte bancaire,16,11624.556809523812,True
822ba114,30,1312566.79,43752.22633333333,Chèque,21,1299401.48,61876.26095238095,Carte bancaire,-9,18124.03461904762,True
8233a83f,20,948293.24,47414.662,Chèque,5,289904.21,57980.842000000004,QR Code / TuniPay,-15,10566.180000000008,True
